Location,Hospital_Name,State,District,Pincode,Hospital_Fax,Website
"No-26, Pammal Mn Rd,Muthamizh Ngr,Pammal, Chennai. 600075",Jip Diabetic and Heart Care Centre,Tamil Nadu,Kanchipuram,600074,0,0
"No. 1, Ganesan Street, (Pammal Main Road) Krishna Nagar, Pammal",Arvind Sai Eye Hospital,Tamil Nadu,Kanchipuram,600075,0,0
"Plot No.6, Gokulam Colony, Anna Salai, Pammal, Kanchepuram,",B.P. Jain Hospital (Sri Sankara Health Centre),Tamil Nadu,Kanchipuram,600075,044  22483679,0
"No.19, 4Th Cross Street, Krishna Nagar, Pammal, Chennai",Devibala Maternity,Tamil Nadu,Kanchipuram,600075,0,0
"No.1, 3Rd Cross St. Sankar Nagar, Pammal,",Sankara Eye Hospital,Tamil Nadu,Kanchipuram,600075,0,0
"Janswar Vision Charitable Trust, No-01, Ganeshan Street, Pammal Main Road, Krishna Nagar, Pammal",Sree Sai Eye Hospital,Tamil Nadu,Kanchipuram,600075,0,0
"17, Pillayar Koil Street, Krishna Nagar, Pammal",Subhikshaa Hospital Pvt Ltd,Tamil Nadu,Kanchipuram,600075,0,0
"No.1/2 Amaravathy Street, Bharath Nagar, Adambakkam, Chennai - 600 088",Caps Dental Clinic and Face and Jaw Centre,Tamil Nadu,Kanchipuram,600088,0,0
"3,Medavakkam Road,Adambakkam,",K.P.Childrens HospitalandNeuro Centre,Tamil Nadu,Kanchipuram,600088,0,0
"R- 30- C Ambattur Industrial Estate Road, Mogappair,",M/S Frontier Life Line Hospital,Tamil Nadu,Kanchipuram,600088,0,0
"1, Kakkan Nagar 1St Main Road, Adambakkam,",Ponmalligai Hospital Pvt Ltd,Tamil Nadu,Kanchipuram,600088,0,0
"28, Vellala East 2Nd Street, Adambakkam,",Sarathy Nursing Home,Tamil Nadu,Kanchipuram,600088,0,0
"No 11, Vellalar 1St Street, Adambakkam,",Sp Hospital,Tamil Nadu,Kanchipuram,600088,0,0
"4/112,Mount Poonamallee Road Manapakkam,",Centre For Thoracic And Cardio Vascular Care,Tamil Nadu,Kanchipuram,600089,0,0
"4/112, Mount Poonamalee Road, Manapakkam,",Miot Hospitals,Tamil Nadu,Kanchipuram,600089,044  22491188,0
"No: 3/49, Valluvar Salai, Ramapuram,",Roy's Heart Foundation,Tamil Nadu,Kanchipuram,600089,0,0
"No.1, Padmavathy Street, Thirumalai, Ramapuram,",Srushti Hospital,Tamil Nadu,Kanchipuram,600089,0,0
"23, Medavakkam Main Rd,Near K.K.Mahal,Madipakkam.",Anjaka Hospital,Tamil Nadu,Kanchipuram,600091,"22470405 , 22470406",0
"No. 20, Medavakkam Main Road, Madipakkam",Dr Jacquline Divyananda Divya Hospital),Tamil Nadu,Kanchipuram,600091,0,0
"280/2 Ponnaimman Koil Street, Chennai.",Kumar Clinic,Tamil Nadu,Kanchipuram,600091,0,0
"1, 2Nd Cross Street, Kannan Nagar, Madipakkam,","Lifeline Hospital , Madipakkam",Tamil Nadu,Kanchipuram,600091,0,0
Neyvelli-2,Ponni Hospital,Tamil Nadu,Kanchipuram,600091,0,0
"92/A, Bazaar Road, Sadasiva Nagar, Nr Ram Nagar Bus Stop, Madipakkam",Saraswathy Speciality Hospitals,Tamil Nadu,Kanchipuram,600091,22583553,0
"Plot No. 5, Medavakkam Main Road, Madipakkam,Near Madipakkam Koot Oad,",Sibi Hospital,Tamil Nadu,Kanchipuram,600091,0,0
".39, Sabari Salai,,Madipakkam,.",Sri G.M.Hospital,Tamil Nadu,Kanchipuram,600091,0,0
"2/93, 2Nd Main Rod, Ragavanagar, Madipakkam,",Thirimoorthys Heart Care Hospital,Tamil Nadu,Kanchipuram,600091,0,0
"No: 683/5, Mahalingam Street ( Near Sbi ) Madipakkam",Vasan Eye Care Hospital,Tamil Nadu,Kanchipuram,600091,0,0
"No-5/639, Rajiv Gandhi Salai(Omr), Mahabalipuram Road, Perungudi, Chennai",Lifeline Multispeciality Hospital - Chennai,Tamil Nadu,Kanchipuram,600096,42803002/04,0
"168, Chandrasekaran Avenue, O.M.R, Thoraipakkam, Opposite To P.T.C Bus Stop",Nanthini Hospital,Tamil Nadu,Kanchipuram,600096,044  24917717,0
"5/91, Church Road, Perungudi, Near Andrew Yulex Colony, Chengalpattu",Sri Lakshmi Multi Speciality Hospital Pvt Ltd,Tamil Nadu,Kanchipuram,600096,0,0
"No.5&6,Palaniappa Nagar,Sriranga Garden",Fracture OrthopedicsandJoint Replacement,Tamil Nadu,Kanchipuram,600097,0,0
"17, First Main Road Iit Colony",Balagandhara Varma Nursing Home and Research Center,Tamil Nadu,Kanchipuram,600100,0,0
"No. 1, Radial Road,Pallikaranai, Near Velachery Bus Stand,Chennai",Dr. Kamakshi Memorial Hospital,Tamil Nadu,Kanchipuram,600100,044  66300400,0
"No 49, Aruot Road Porur Porur Chennai",Dr Agarwals Eye Hospital Ltd,Tamil Nadu,Kanchipuram,600116,0,0
"19, Vinayagapuram, Mugalivakkam Main Road Porur",M S Kedar Hospital,Tamil Nadu,Kanchipuram,600116,0,0
"36, Poothapedu Main Road, Vengadeswar Nagar, Perur",Viganesh Hospital,Tamil Nadu,Kanchipuram,600116,24765909,0
"G-1,Thiruvalluvar Narar Main Road, Keelkattalai",Lakshmi Clinic,Tamil Nadu,Kanchipuram,600117,0,0
"No. 70, Medavakkam Main Road, Next To Subiksha Super Market, Keelkattalai, Chennai",Vijayam Hospital,Tamil Nadu,Kanchipuram,600117,044  22478713,0
No:3/225 Kundrathur Main Road Kovur,Kanaga Hospital,Tamil Nadu,Kanchipuram,600122,4424780374,0
"234, Wallajah Main Rd,,Opposite Indian Oil Petrol Bunk.",Sayee Hospitals,Tamil Nadu,Kanchipuram,601301,27175028,0
"Bangalore High Road,Sunguvarchatram",Anitha Nursing Home,Tamil Nadu,Kanchipuram,602105,0,0
"Chenglepet Road, Opposite To Tvs Axles India, Sriperumbudur, Kancheepuram.",Deepika Eye Care Hospital,Tamil Nadu,Kanchipuram,602105,0,0
"70, Gandhi Road Sriperumbudur",Dr P K Vijaya Ganapathy Hospital,Tamil Nadu,Kanchipuram,602105,0,0
"Brindavan, Maduvankarai, Sriperumbuder, Kanchipuram-",Kshetropasna Medical Trust Ayurveda Hospital,Tamil Nadu,Kanchipuram,602105,0,0
"No 76, Bangalore Main Road, Mg Nagar Sriperumbudur",Pandian Hospital,Tamil Nadu,Kanchipuram,602105,263676,0
Chingelpet Sriperambudur Sriperumbudur,Prepare Hospital,Tamil Nadu,Kanchipuram,602105,0,0
"No:14, Varadhanar Street Vedachala Nagar Chengalpattu",Balaji Hospital,Tamil Nadu,Kanchipuram,603001,0,0
"No,19, Devadoss Steet, Vedachelam Nagar, Chenglpattu",Beent Hospital,Tamil Nadu,Kanchipuram,603001,0,0
"70, Kanchipuram High Road, Chengalpattu, Near To Chengalpattu By Pass Connection Of Kancheepuram High Road",J S P Hospital,Tamil Nadu,Kanchipuram,603001,0,0
"55, Dr. Varadharajan Street, Vedhachala Nagar, Chengalpattu, Chengalpet,",J. J. Hospital,Tamil Nadu,Kanchipuram,603001,0,0
"21, Devarajan Street,.",Nambi Nursing Home and Research Centre,Tamil Nadu,Kanchipuram,603001,27428303,0
"No12,Varada Reddy Street, Vedachala Nagar,Chengalpat",Sri Ranga Nursing Home,Tamil Nadu,Kanchipuram,603001,27426736,0
"No. 11-A, Varadhanar Street, Vedachalanagr, Chengalapttu",Sri Venkatramana Hospital,Tamil Nadu,Kanchipuram,603001,0,0
"No 21-A Devarajanar Street,Vedachala Nagar Chengalpattu",Sundaram Hospital,Tamil Nadu,Kanchipuram,603001,0,0
"50, J.C.K. Nagar,.",Vidhya Nursing Home,Tamil Nadu,Kanchipuram,603002,27422230,0
"Chettinad Health City, It Highway Omr Road,Rajiv Gandhi Salai, Kelambakam,",Chettinad Hospital,Tamil Nadu,Kanchipuram,603103,4447411016,0
"Thirukulam Street, Mamalla Puram",Suradeep Hospital,Tamil Nadu,Kanchipuram,603104,0,0
"Srm Nagar, Potheri Kattankulathur Kattankulathur",Srm Hospital And Research Centre,Tamil Nadu,Kanchipuram,603203,0,0
"No.4/324, Nethaji Street, Singaperumal Koil,",Muthu Ganapathy Hospital,Tamil Nadu,Kanchipuram,603204,0,0
"1 / 120, Bharathiyar Street, Singaperumalkoil,",Sree Sakthi Hospital,Tamil Nadu,Kanchipuram,603204,0,0
"100 Ft Road, Hindu Colony, Kancheepuram",Hindu Mission Health Services,Tamil Nadu,Kanchipuram,603209,0,0
"No:12,Mgr Salai,Nh-I,Hig,Marai Malai Nagar,Kancheepuram",J.S.Hospital,Tamil Nadu,Kanchipuram,603209,"7610920, 7615922",0
"1, Nhii, Kammbar Street Kancheepuram",Surya Hospital,Tamil Nadu,Kanchipuram,603209,0,0
Melmaruvathur-,Malmaravathur Adhiparasakthi Institute Of Medical,Tamil Nadu,Kanchipuram,603319,0,0
"G.S.T.Road,Temple Back Side,.",Mapims( Melmaruvathur Adhiparasakthi Institute Of Medical Sciences and Research,Tamil Nadu,Kanchipuram,603319,27529393,0
Melmaruvathur,Melmaruvathur Adhiparasakthi Institute Of Medical,Tamil Nadu,Kanchipuram,603319,0,0
21 A Hospital Road,Csi Hospital,Tamil Nadu,Kanchipuram,631501,0,0
"No: 32-B, Indira Gandhi Road, Kancheepuram",Dr Agarwals Eye Hospital Ltd,Tamil Nadu,Kanchipuram,631501,0,0
"4, Ennaikkara Street, Kancheepuram,",Malikeswari Clinic,Tamil Nadu,Kanchipuram,631501,0,0
"Railway Road, Kanchipuram",Manohar General Hospital,Tamil Nadu,Kanchipuram,631501,0,0
"Polayathode, Kollam",Modern Urology Centre - Kollam,Tamil Nadu,Kanchipuram,631501,0,0
"No 5,Nadu Street,Sheikpet,Kancheepuram",Sri D.K.K. Hospital,Tamil Nadu,Kanchipuram,631501,0,0
"45, Kamarajar St.,Kanchilpuram",V.S.R Ortho Hospital,Tamil Nadu,Kanchipuram,631501,0,0
"No 1, Vallal Pachaiyappan St,",Vasan Eye Care Hospital,Tamil Nadu,Kanchipuram,631501,0,0
"No.14,Ulagalandha Perumal Kovil Sannathi Street,Big Kanchipuram",Adi Bhagavatpada Cardiac and Dialysis Hospital,Tamil Nadu,Kanchipuram,631502,0,0
Hospital Road Kancheepuram Kancheepuram,Church Of South India Hospital,Tamil Nadu,Kanchipuram,631502,0,0
"Chittur Road, Palakkad Between Fort Maidan & Manapullikkavu Between Fort Maidan & Manapullikkavu",Lakshmi Hospital,Tamil Nadu,Kanchipuram,631502,0,0
"7B,Aram Valatheeswaran Kovil Street,Kanchipuram-",Senthil Maternity Center,Tamil Nadu,Kanchipuram,631502,0,0
"Enathur, Kancheepuram Enathur Village",Meenakshi Medical College Hospital And Research Institute,Tamil Nadu,Kanchipuram,631552,0,0
"Udayar Bilia, Colachel\n",Robin Hospital,Tamil Nadu,Kanniyakumari,629251,0,
16 Nagercoil Nagercoil,Ag Hospital And Diagnostic Care Centre,Tamil Nadu,Kanniyakumari,629001,0,0
"Meenakshipuram,.",Ananthi Hospital,Tamil Nadu,Kanniyakumari,629001,0,0
"287 A, Avvai Shanmugam Road, Ozhuginasery, Nagercoil",Balasundaram - Shyamala Hospital,Tamil Nadu,Kanniyakumari,629001,0,0
R V Puram,Dr M Gopala Pillais Jawahar Hospital,Tamil Nadu,Kanniyakumari,629001,231413,0
"No:34-F, Distillary Road, Nagercoil",Dr. Anto Ent Head and Neck Hospital,Tamil Nadu,Kanniyakumari,629001,0,0
"Ramavarmapuram,  Nagercoil,",Dr. Gopala Pilla`S Hospital,Tamil Nadu,Kanniyakumari,629001,04652  453495,0
"Kottar-Parvathipuram Road,Near Palpannai Bus Stop.",Dr. J. Mathias Hospital,Tamil Nadu,Kanniyakumari,629001,279466,0
K.P.Road Nagerkoil,Dr.Jeyasekaran Medical Trust,Tamil Nadu,Kanniyakumari,629001,230405,0
"Dr.Mathias Nagar, Nagercoil",Dr.Morris Mathias Hospital,Tamil Nadu,Kanniyakumari,629001,0,0
"Eilliam Hospital Complexkrishnancoil,Nagercoil. 1",Gautham Nursing,Tamil Nadu,Kanniyakumari,629001,0,0
"Vaithanathapuram, Nagercoil-2",George Mission Hospital,Tamil Nadu,Kanniyakumari,629001,0,0
Nagercoil Nagercoil Nagercoil,Gopalapillai Hospital,Tamil Nadu,Kanniyakumari,629001,0,0
"26/1 - 78,Asaripallam Road,Nagercoil",Irene Hospital,Tamil Nadu,Kanniyakumari,629001,0,0
"1- Sannathi Street, Krishnan Koil, Nagercoil",J. K. Hospital,Tamil Nadu,Kanniyakumari,629001,0,0
No 246 A K.P Road Nager Coil,James Orthopaedic Clinic,Tamil Nadu,Kanniyakumari,629001,0,0
"179/3, Ganesapuram Road, Nagercoil, Nagercoil,",Joseph Sahaayam Speciality Hospitals,Tamil Nadu,Kanniyakumari,629001,0,0
Nagercoil,Kanyakumari Medical Mission,Tamil Nadu,Kanniyakumari,629001,0,0
"Kottar, Nagercoil",Lekshmi Hospital,Tamil Nadu,Kanniyakumari,629001,0,0
"Ramanputhur Junction, Nagercoil",Little Flower Hospital,Tamil Nadu,Kanniyakumari,629001,0,0
"Therekal Puthoor,Tirunelveli Road,Ganesan Sae Mill.",Manuel Orthopaedic Hospital,Tamil Nadu,Kanniyakumari,629001,272313,0
"9/1, Watertank Road,Near Bsnl Office.",Maria Diabetic And Diagnostic Centre,Tamil Nadu,Kanniyakumari,629001,0,0
"K.P.Road, Mathias Nagar, Nagercoil",Moses Mathias Hospital,Tamil Nadu,Kanniyakumari,629001,0,0
"K.P.Road, Mathias Nagar, Nagercoil",Muthunayagam Hospital,Tamil Nadu,Kanniyakumari,629001,0,0
"Uthuvilai, Thalakulam",P S Medical Trust Hospital,Tamil Nadu,Kanniyakumari,629001,0,0
"No.1, Perianadar Street,P.W.D. Road,Opposite Police Quarters.",Ramamurthy Hospital,Tamil Nadu,Kanniyakumari,629001,0,0
Collectorate Junction Nagercoil Nagercoil Nagercoil,Raman Hospital,Tamil Nadu,Kanniyakumari,629001,0,0
"Cbh Road,Arughvilai,Nagercoil",S J Nursing Home,Tamil Nadu,Kanniyakumari,629001,0,0
"18, Cave St,,.",S.R.Kidney Care Hospital,Tamil Nadu,Kanniyakumari,629001,0,0
"29/1 -172, College Rd,,.",Sam Hospital,Tamil Nadu,Kanniyakumari,629001,0,0
54 Asambu Road Vadasery Nagercoil,Saradha Clinic,Tamil Nadu,Kanniyakumari,629001,0,0
"5/146-2, Tirunelvely Main Road,Therekalputhoor,Thirupathisaram (Po).",Srinivasa Hospitals,Tamil Nadu,Kanniyakumari,629001,0,0
"215, Opposite S.M.R.V. School, Vadasery, Nagercoil",Subam Hospitals,Tamil Nadu,Kanniyakumari,629001,04652    242146,0
135-B Balamore Road Puthery Nagercoil,Sudha Sundar Hospital,Tamil Nadu,Kanniyakumari,629001,0,0
"Cbh,Assambu Road, Puther.",The Salvation Army Catherine Booth Hospital,Tamil Nadu,Kanniyakumari,629001,275489,0
"2/191, Tirunelveli, Main Road, Therekal Puthoor, Thirupathi Saram Post",Thiraviam Orthopaedic Hospital,Tamil Nadu,Kanniyakumari,629001,0,0
"K.P. Road,Parvathipuram.",Trust Hospital,Tamil Nadu,Kanniyakumari,629001,232723,0
"North Car Street, Near Nagaraja Temple Nagercoil",Umar Hospital,Tamil Nadu,Kanniyakumari,629001,0,0
"No 56/57, M S Road Vadesry, Nagercoil",Vasan Eye Care Hospital,Tamil Nadu,Kanniyakumari,629001,0,0
Dennison Road Nagercoil Nagercoil,Vasantham Health Centre Pvt Ltd,Tamil Nadu,Kanniyakumari,629001,0,0
252 Vetoornimadam Nagercoil Nagercoil,Willam Hospital,Tamil Nadu,Kanniyakumari,629001,0,0
"Kottar, Nagercoil Kanniyakumari",Abdul Khadir Hospital,Tamil Nadu,Kanniyakumari,629002,0,0
"7/33, Natarajapuram Street,Meenakshipuram,In Fornt Of A.S. T. Kalyana Mandapam.",Dr. Ezhilarasu Children And Specialities Hospital,Tamil Nadu,Kanniyakumari,629002,0,0
"28,Rukmani Subramonium Hall, Thalavai Street, Meenakshipuram,Nagercoil",Dr.Thanappans Children Hospital,Tamil Nadu,Kanniyakumari,629002,0,0
"6, Saraloor, Hindu College Road",Ganesamoni Nursing Home,Tamil Nadu,Kanniyakumari,629002,0,0
"Eathamozhy Road,,Kottar.",George Mission Hosital,Tamil Nadu,Kanniyakumari,629002,0,0
"K P Road Nagercoil, 11",Inba Hospital,Tamil Nadu,Kanniyakumari,629002,0,0
Near Hindu College Nagercoil Nagercoil,Irudayams Hospital,Tamil Nadu,Kanniyakumari,629002,0,0
"Dvd Colony,Near Xavarier Coil Jn.,Kottar.",Kumaravelu Hospital,Tamil Nadu,Kanniyakumari,629002,242776,0
"Kottar,Edalakudi Main Rd,,.",Lakshme Hospital,Tamil Nadu,Kanniyakumari,629002,241262,0
"Ethamolhy Road,Kottar .",Latha Nursing Home,Tamil Nadu,Kanniyakumari,629002,242266,0
"500,Cape Road, Kottar, Nagercoil",M.P. Children Hospital,Tamil Nadu,Kanniyakumari,629002,0,0
"74/40,Vaagayadisouthcar, Kottar, Nagercoil",Padma Hospital,Tamil Nadu,Kanniyakumari,629002,0,0
Chettikulam Jn.Nagercoil.-2,Sankaralingom Hospital,Tamil Nadu,Kanniyakumari,629002,0,0
"Edalakudy, Nagercoil,",Sri Ram Orthopaedic Hospital,Tamil Nadu,Kanniyakumari,629002,0,0
"Old No-177B/New No-236, Chithambaranagar Chithambaranagar",Thangam Hospital,Tamil Nadu,Kanniyakumari,629002,22686,0
"2/1, 313 C, M.S. Road, Vettoornimadam, Kanyakumari, Nagercoil,",Bejan Singh Eye Hospital,Tamil Nadu,Kanniyakumari,629003,0,0
Kalliancaud Nagercoil,Bensam Hospital and Surgical Nursing Home,Tamil Nadu,Kanniyakumari,629003,0,0
"1159, K P Road Nagercoil Nagercoil",Dr Jeyasekharan Hospital And Nursing Home,Tamil Nadu,Kanniyakumari,629003,0,0
"15-258 A-1, Trivandrum Road,Near Over Bridge,Parvathipuram, Kalkulam.",Franklin Hospital,Tamil Nadu,Kanniyakumari,629003,"259744 , 259618",0
"Vettoornimadam, Near By Vadasery Bus Stand,",Holy Cross Hospital,Tamil Nadu,Kanniyakumari,629003,0,0
"No. 15/820, Kalliamcaud Junction,",Sushrushah Medicare Centre,Tamil Nadu,Kanniyakumari,629003,0,0
"Punnai Nagar,,.",M.L.Hospital,Tamil Nadu,Kanniyakumari,629004,0,0
"Karungal P.O.,",Nirmala Hospital,Tamil Nadu,Kanniyakumari,629152,0,0
"Ppm Junction,Near C.S.T.Chruch,Vilavancode.",Grace Hospital and Nursing Home,Tamil Nadu,Kanniyakumari,629153,244046,0
Nithiravilai & Co.,Pius Hospital,Tamil Nadu,Kanniyakumari,629154,04651    242644,0
"College Road,.",St.Mary's Hospital,Tamil Nadu,Kanniyakumari,629154,243123,0
014-70N 14-32 Chankai Kanjiracode Kanjiracode,Sigma Hospital,Tamil Nadu,Kanniyakumari,629155,0,0
Iv 677/6-44/C1 Periyakadai Road Paloor Karungal,Aaron Hospital,Tamil Nadu,Kanniyakumari,629157,0,0
"Kouanvillai Road, Opposite Post Office - Karungal",Annai Hospital,Tamil Nadu,Kanniyakumari,629157,0,0
"267, New Junction Karungal",Shamroth Surgical Hospital,Tamil Nadu,Kanniyakumari,629157,26920,0
Pulippuram Pulippuram Pulippuram,Jmj Latha Hospital,Tamil Nadu,Kanniyakumari,629158,0,0
"11-208, Tvm Main Road, Swamiyarmadam, Kattathurai(Po)",Rathna Memorial Hospital,Tamil Nadu,Kanniyakumari,629158,0,0
Swamiyarmadam Kattathurai Marthandam Marthandam,Vijayakumar Hospital,Tamil Nadu,Kanniyakumari,629158,0,0
"Erumbili Junction, Colachel, Reethapuram P.O",Binu Medical Center (Bmc Heart Care Hospital),Tamil Nadu,Kanniyakumari,629159,0,0
"Udayar Villai,,.",Robin Hospital,Tamil Nadu,Kanniyakumari,629159,0,0
"Convent Junction,.",Jaya Hospital,Tamil Nadu,Kanniyakumari,629161,0,0
Main Road Kulasekaram Kulasekaram,Justin Hospital,Tamil Nadu,Kanniyakumari,629161,0,0
"Market Junction,,.",Radha Krishnan Hospital,Tamil Nadu,Kanniyakumari,629161,280225,0
V.P.M. Hospital Complex Pada Nilam P.O. Kulasekharam,Sree Mookambika Institute Of Medical Sciences Hospital,Tamil Nadu,Kanniyakumari,629161,0,0
"Main Rd,,Vilavancode Taluk.",Annammal Hospital,Tamil Nadu,Kanniyakumari,629163,260605,0
"Main Road,,Vilavancode.",Pauls Memorial Hospital,Tamil Nadu,Kanniyakumari,629163,0,0
"25-25 D, Main Road,Near St. Joseph Mat. Hs School,Thirthuapuram.",R.V. Hospital,Tamil Nadu,Kanniyakumari,629163,261207,0
Tvm Main Road Marthandam Marthandam,Dr Isaac Bone And Joint Speciality Hospital,Tamil Nadu,Kanniyakumari,629165,0,0
"Vettumony, Thengappatinam Road, Marthandam",Dr Suresh Eye Clinic and Hospital,Tamil Nadu,Kanniyakumari,629165,0,0
"Main Road,,.",Lister Hospitals,Tamil Nadu,Kanniyakumari,629165,205152,0
"3/34D, Main Road, Opposite C.S.I. Church Main Road, Marthandam,",Ppk Hospital,Tamil Nadu,Kanniyakumari,629165,0,0
"Main Road, Marthanadam,",Ramakrishna Hospital - Tamilnadu,Tamil Nadu,Kanniyakumari,629165,0,0
"Vettumoni, Marthandam",Shanthi Hospital,Tamil Nadu,Kanniyakumari,629165,0,0
"Railway Station Road, Near New Bus StandMarthandam",Vinod Hospital,Tamil Nadu,Kanniyakumari,629165,0,0
Mulagumoodu Post,Himadri Ayurvedic Hospital Paraicode,Tamil Nadu,Kanniyakumari,629167,0,0
Melpuram Pacode (Po),Babu Hospital,Tamil Nadu,Kanniyakumari,629168,0,0
"Main Road, Palliyadi,",Pratheep Nursing Home,Tamil Nadu,Kanniyakumari,629169,0,0
"Marthandam Road, Thengapattnam,",St. Luke Hospital,Tamil Nadu,Kanniyakumari,629173,04651    235417,0
"Thenkarai, Kumarakovil Jn,Thuckalay.",Kesavaa Hospital,Tamil Nadu,Kanniyakumari,629174,252005,0
"16/1C, Palace Rd,,Kalkulam.",Asha Surgical Centre,Tamil Nadu,Kanniyakumari,629175,250554,0
"Mandi, Thuckalay, Kanyakumari",Kumar Hospital,Tamil Nadu,Kanniyakumari,629175,0,0
"4/164 A, Main Road,",Vijaya Hospital,Tamil Nadu,Kanniyakumari,629175,0,0
Thuthoor,St Francis Hospital,Tamil Nadu,Kanniyakumari,629176,0,0
"Near Anna Statue, Main Road Colachel",Giri Thangam Polyclinic,Tamil Nadu,Kanniyakumari,629251,0,0
"15/11-A1, Main Road, Lakshmipuram",Green Orthopaedic Hospital,Tamil Nadu,Kanniyakumari,629251,225558,0
",Near Sealaards Building,Near E.B.Substation,.",Helios Eye Hospital,Tamil Nadu,Kanniyakumari,629251,235055,0
"Near Anna Status, Colachel & P.O.",James Hospital,Tamil Nadu,Kanniyakumari,629251,04651  225794,0
",Kalimar,Kalkulam.",Sri Padmanabha Hospital,Tamil Nadu,Kanniyakumari,629251,0,0
"Main Road, Manavalakurichy,",Dr. Mukundan`S Bhaskar Hospital,Tamil Nadu,Kanniyakumari,629252,0,0
"Aralvaimozhy,",Sri Renganayaki Hospital,Tamil Nadu,Kanniyakumari,629301,0,0
"Main Road, Aralvaimozhi,",Usha Hospital,Tamil Nadu,Kanniyakumari,629301,0,0
"4/23C,Thazhakudy Road,Vellamadam",Agasthiyar Muni Child Care Centre,Tamil Nadu,Kanniyakumari,629302,0,0
"West Coast Road,,.",Siva Hospital,Tamil Nadu,Kanniyakumari,629501,0,0
"33, Victoria Press Road, Nagercoil Nagercoil",Dr Jayaharan Memorial Hospital,Tamil Nadu,Kanniyakumari,629701,0,0
P B No: 7 Perumal Puram Kottaram (Post) Kanyakumari,Dr Kumaraswami Health Centre,Tamil Nadu,Kanniyakumari,629701,0,0
Kuzhithurai,Annammal Hospital,Tamil Nadu,Kanniyakumari,629702,0,0
",Mission Compound,.",A.J.Hospital,Tamil Nadu,Kanniyakumari,629703,271590,0
",Theroor,Suchindrum.",Subramania Pillai Memorial Hospital,Tamil Nadu,Kanniyakumari,629704,0,0
Neyyoor,Internatinal Cancer Centre,Tamil Nadu,Kanniyakumari,629802,0,0
"Monday Market,.",Samuel Hospital,Tamil Nadu,Kanniyakumari,629802,224474,0
1-33/A/2 Poosasthan Villai Thingal Nagar Thingal Nagar,Sharmila Hospital,Tamil Nadu,Kanniyakumari,629802,0,0
"Karungal Rd,,.",Flemy Grace Hosital,Tamil Nadu,Kanniyakumari,629804,0,0
"Derisanamcope, Kanyakumari",Dr.Y.Mahadeva Iyers Sri Sarada Ayurvedic Hospital,Tamil Nadu,Kanniyakumari,629851,0,0
Karungal RD,Flemy Grace Hospital,Tamil Nadu,Kanniyakumari,629804,0,
Asaripallam,Kanyakumari Government Hospital and College,Tamil Nadu,Kanniyakumari,629201,0,http://www.kanyakumari.tn.nic.in/health.html
"Eathamozhy Road, Kottar, Kanyakumari, Tamil Nadu",George Mission Hospital,Tamil Nadu,Kanniyakumari,629002,0,
Government Hospital Campus,Government Hospital,Tamil Nadu,Kanniyakumari,629702,0,
"KP Road, Nagercoil",Dr.Jeyasekharan Hospital and Nursing Home,Tamil Nadu,Kanniyakumari,629003,0,http://www.jeyasekharanmedicaltrust.com
"A-8/10, Chennel Road, Agasteeswaram, Kanyakumari, Tamil Nadu",Naveen Hospital,Tamil Nadu,Kanniyakumari,629701,0,
"Theroor, Suchindrum, Agasteeswaram, Kanyakumari, Tamil Nadu",Subramania Pillai Memorial Hospital,Tamil Nadu,Kanniyakumari,629701,0,
"Main Road, Marthandam",Williams Children Hospital,Tamil Nadu,Kanniyakumari,629165,0,
"17/48, A3, Lelabalan Building, Madavapuram, Near Vivekanandapuram\n",Santhigiri Ayurveda Heritage,Tamil Nadu,Kanniyakumari,629702,0,http://www.ayurvedasanthigiri.com
"M L Hospital, Rajakkamangalam Road, State Highway 46\nPunnai Nagar\n",M.L.Hospital,Tamil Nadu,Kanniyakumari,629004,0,
"No. 30, North Prathatsnam Road",Dr G C Orthopaedic and Trauma Center,Tamil Nadu,Karur,639001,233030,0
"No. 99, Old Bye Pass Road,",K G Hospital,Tamil Nadu,Karur,639001,0,0
"17C,Chairman Ramanujam St,",Karur Nursing Home,Tamil Nadu,Karur,639001,0,0
"9-D/12, East Ramakrishnapuram,",Nirmala Nursing Home,Tamil Nadu,Karur,639001,04324  231088,0
"78, New Street",S. K. Hospital,Tamil Nadu,Karur,639001,0,0
"163, Allwyn Nagar, Kaval Road",S.R.V. Loga Hospital ( P) Ltd.,Tamil Nadu,Karur,639001,0,0
Perumal Koil Street,Senthil Nursing Home,Tamil Nadu,Karur,639001,0,0
"No. 7/1 South Narasimmapram, Light House Corner Karur",Sri Anjana Nursing Home,Tamil Nadu,Karur,639001,0,0
"17, Srinivasapuram, Karur",Velan Eye Hospital,Tamil Nadu,Karur,639001,04324  262442,0
"16, Sengunthapuram Main Road,",Aarthy Eye Hospital,Tamil Nadu,Karur,639002,0,0
"5,80 Feet Road,Opposite Kvr Complex,Kavi Road.",Abishek Ortho Center,Tamil Nadu,Karur,639002,0,0
"26, Ramanujam Nagar, Kovai Road,",Amaravathi Hospital,Tamil Nadu,Karur,639002,04324  231222,0
"33/1, West Gowripuram,.",Ammaiyappa Hospital,Tamil Nadu,Karur,639002,241918,0
"163, A-E, Allwyn Nagar, Kovai Road,",Apollo Logo Hospital,Tamil Nadu,Karur,639002,0,0
"33, Muthu Nagar, Thinappa Theatre North Side,",Deepa Kannan Hospital,Tamil Nadu,Karur,639002,0,0
